num_attacks,board
51,"[[None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, 'Battleship', None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, 'Battleship', None, None, 'Cruiser'], [None, None, 'Aircraft_Carrier', None, None, None, 'Battleship', None, None, 'Cruiser'], [None, None, 'Aircraft_Carrier', None, None, 'Destroyer', 'Battleship', None, None, 'Cruiser'], [None, None, None, None, None, 'Destroyer', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
44,"[[None, None, None, None, None, None, None, None, 'Destroyer', 'Destroyer'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Submarine', None, 'Aircraft_Carrier', None, None, None], ['Battleship', 'Battleship', 'Battleship', 'Battleship', 'Submarine', None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, 'Submarine', None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
27,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, None, None, None, 'Destroyer', None, None, None, None], [None, None, None, None, None, 'Destroyer', 'Submarine', 'Submarine', 'Submarine', None], ['Cruiser', 'Cruiser', 'Cruiser', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
34,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Battleship', None, None, None], [None, None, None, None, 'Destroyer', 'Destroyer', None, 'Cruiser', None, None], [None, None, None, None, 'Submarine', 'Submarine', 'Submarine', 'Cruiser', None, None], [None, None, None, None, None, None, None, 'Cruiser', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
59,"[[None, 'Cruiser', None, None, None, None, None, None, None, None], [None, 'Cruiser', None, None, None, None, None, None, None, None], [None, 'Cruiser', None, 'Submarine', None, None, None, None, None, None], [None, None, None, 'Submarine', None, None, None, None, None, 'Destroyer'], [None, None, None, 'Submarine', None, None, None, None, None, 'Destroyer'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], [None, None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
49,"[[None, None, None, None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser'], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, 'Destroyer'], [None, None, None, None, None, None, None, None, None, 'Destroyer'], ['Submarine', 'Submarine', 'Submarine', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, None, None, None, None, None, None, None, None, None]]"
55,"[[None, None, None, None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, 'Submarine'], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, 'Submarine'], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, 'Submarine'], [None, None, 'Aircraft_Carrier', None, None, None, None, None, None, None], [None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None, None, None], [None, None, None, None, None, None, None, None, None, None], ['Destroyer', None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None], ['Destroyer', None, None, None, None, None, None, None, None, None]]"
38,"[[None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, 'Battleship', None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None], [None, None, 'Battleship', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, 'Submarine', None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, 'Submarine', None, None, 'Aircraft_Carrier', None, 'Destroyer', None], [None, None, None, 'Submarine', None, None, 'Aircraft_Carrier', None, 'Destroyer', None]]"
39,"[[None, None, None, None, None, None, None, 'Destroyer', None, None], [None, None, None, None, None, None, None, 'Destroyer', None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, None], ['Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier'], [None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None, None]]"
38,"[[None, None, None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', None, None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None], [None, 'Aircraft_Carrier', None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', None, None, None, None, 'Submarine', 'Submarine', 'Submarine', None], [None, 'Aircraft_Carrier', None, None, None, None, None, None, None, None], [None, 'Aircraft_Carrier', None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None], [None, None, None, None, None, None, None, None, None, None], [None, 'Destroyer', 'Destroyer', None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
44,"[[None, None, None, None, None, None, None, None, None, None], ['Destroyer', 'Destroyer', None, None, None, None, None, None, 'Battleship', None], [None, None, None, None, None, None, None, None, 'Battleship', None], [None, None, None, None, None, None, None, None, 'Battleship', None], [None, None, None, None, None, None, None, None, 'Battleship', None], ['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, 'Submarine'], [None, None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None, 'Submarine'], [None, None, None, None, None, None, None, None, None, 'Submarine'], [None, None, None, None, None, None, None, None, None, None]]"
52,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, 'Destroyer', 'Destroyer', 'Aircraft_Carrier', None, None, None], [None, 'Cruiser', None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, 'Cruiser', None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, 'Cruiser', None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, 'Battleship', None, None, None], [None, None, None, None, None, None, 'Battleship', None, None, None]]"
27,"[[None, None, None, None, None, None, None, 'Submarine', None, None], [None, 'Aircraft_Carrier', None, None, None, None, None, 'Submarine', None, None], ['Battleship', 'Aircraft_Carrier', None, None, None, None, None, 'Submarine', None, None], ['Battleship', 'Aircraft_Carrier', None, None, None, None, None, None, None, None], ['Battleship', 'Aircraft_Carrier', None, None, None, None, 'Cruiser', 'Cruiser', 'Cruiser', None], ['Battleship', 'Aircraft_Carrier', None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Destroyer', None, None, None, None], [None, None, None, None, None, 'Destroyer', None, None, None, None]]"
29,"[[None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Destroyer', 'Destroyer', None, None, None, None], [None, None, None, None, 'Cruiser', None, None, 'Submarine', 'Submarine', 'Submarine'], [None, None, None, None, 'Cruiser', None, None, None, None, None], [None, None, None, None, 'Cruiser', None, None, None, None, None], [None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None]]"
26,"[[None, 'Destroyer', None, None, None, None, None, None, None, None], [None, 'Destroyer', None, None, None, None, 'Cruiser', None, None, None], [None, None, None, None, None, None, 'Cruiser', None, None, None], [None, None, None, None, None, None, 'Cruiser', None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None], [None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', 'Aircraft_Carrier', None, None, None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, 'Aircraft_Carrier', None, None, None], [None, None, None, None, None, None, 'Aircraft_Carrier', None, None, None]]"
41,"[[None, None, None, None, None, None, None, 'Destroyer', 'Destroyer', None], [None, None, None, None, None, None, None, None, None, None], [None, 'Cruiser', None, None, None, None, None, None, None, None], [None, 'Cruiser', None, None, 'Battleship', 'Battleship', 'Battleship', 'Battleship', None, None], [None, 'Cruiser', None, None, None, None, None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', None, None, None, None], [None, None, None, None, None, 'Aircraft_Carrier', None, None, None, None], [None, None, 'Submarine', None, None, 'Aircraft_Carrier', None, None, None, None], [None, None, 'Submarine', None, None, 'Aircraft_Carrier', None, None, None, None], [None, None, 'Submarine', None, None, 'Aircraft_Carrier', None, None, None, None]]"
24,"[['Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', 'Aircraft_Carrier', None, None, None, None, None], [None, None, None, None, None, None, None, None, None, None], [None, None, 'Submarine', 'Submarine', 'Submarine', None, None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, None, None, None, None, 'Cruiser', None, None, None, None], [None, None, None, None, None, 'Cruiser', 'Destroyer', 'Destroyer', 'Battleship', None], [None, None, None, None, None, None, None, None, 'Battleship', None], [None, None, None, None, None, None, None, None, 'Battleship', None], [None, None, None, None, None, None, None, None, 'Battleship', None], [None, None, None, None, None, None, None, None, None, None]]"
